id,created_at,tweets,user_id,user_location,retweet_count,Urls,media,player_name,array_agg
95,2018-04-26 10:19:37,Nie(REAL)ny Åwiat #2018  #2018 #LigaMistrzÃ³w #Marketing #PiÅkaNoÅ¼na #sportowe #wiadomoÅci #real #madryt #footballâ¦ https://t.co/5XIwV5U9ZT,986623875491516416,Polska,0,"[{'url': 'https://t.co/5XIwV5U9ZT', 'expanded_url': 'https://twitter.com/i/web/status/989448908458913792', 'display_url': 'twitter.com/i/web/status/9â¦', 'indices': [115, 138]}]",,Cristiano Ronaldo,"['LigaMistrzÃ³w', 'Marketing', 'PiÅ\x82kaNoÅ¼na', 'sportowe', 'wiadomoÅ\x9bci', 'real', 'madryt', 'football']"
258,2018-04-21 20:25:21,"There is only one Mario. His name is Balotelli. Sound ON ð
#Balo #mario #nice #italia #italy #france #footballâ¦ https://t.co/cNoWuoJhYi",797139512132505600,,0,"[{'url': 'https://t.co/cNoWuoJhYi', 'expanded_url': 'https://twitter.com/i/web/status/987789407481745415', 'display_url': 'twitter.com/i/web/status/9â¦', 'indices': [112, 135]}]",,Mario Balotelli,"['Balo', 'mario', 'nice', 'italia', 'italy', 'france', 'football']"
190,2018-04-26 18:21:56,"RT @areavip: IrmÃ£ de #Neymar, Rafaella Santos tieta #Kaysar e ex-BBB agradece - #BBB18 #ExBBB #IrmÃ£DeNeymar #RafaellaSantos - https://t.co/â¦",938119751259303937,"Rio de Janeiro, Brasil",1,[],,Neymar,"['Neymar', 'Kaysar', 'BBB18', 'ExBBB', 'IrmÃ£DeNeymar', 'RafaellaSantos']"
43,2018-04-21 02:36:44,#Lionel #Messi #Flaunts #Tattoo Of His Wifeâs Lips #Inked #Close To His #Groin https://t.co/urPkWj6PKk,727532733661122562,,0,"[{'url': 'https://t.co/urPkWj6PKk', 'expanded_url': 'http://rviv.ly/W3bSvqE', 'display_url': 'rviv.ly/W3bSvqE', 'indices': [79, 102]}]",,Lionel Messi,"['Lionel', 'Messi', 'Flaunts', 'Tattoo', 'Inked', 'Close', 'Groin']"
248,2018-04-26 13:17:36,RT @CanalSupporters: Nickelodeon lance un dessin animÃ© inspirÃ© par Neymar https://t.co/hu0WG6f4YH #PSG #teamPSG #Nickelodeon #Neymar https:â¦,1544229428,Paris,12,"[{'url': 'https://t.co/hu0WG6f4YH', 'expanded_url': 'http://canal-supporters.com/2018/04/nickelodeon-lance-un-dessin-anime-inspire-par-neymar/', 'display_url': 'canal-supporters.com/2018/04/nickelâ¦', 'indices': [74, 97]}]",,Neymar,"['PSG', 'teamPSG', 'Nickelodeon', 'Neymar']"
285,2018-04-20 17:30:37,"Inter de MilÃ¡n-#Real #Madrid: GOL de #James (0-3) online https://t.co/payoN48AKm
#Bale #Casillas #Football #Futbolâ¦ https://t.co/HEiRKr9oOh",801715146590711808,,0,"[{'url': 'https://t.co/payoN48AKm', 'expanded_url': 'http://www.noticiasvideosdiversion.com/inter-de-milan-real-madrid-gol-de-james-0-3-online/', 'display_url': 'noticiasvideosdiversion.com/inter-de-milanâ¦', 'indices': [57, 80]}, {'url': 'https://t.co/HEiRKr9oOh', 'expanded_url': 'https://twitter.com/i/web/status/987383046293737477', 'display_url': 'twitter.com/i/web/status/9â¦', 'indices': [116, 139]}]",,Gareth Bale,"['Bale', 'Real', 'Madrid', 'James', 'Casillas', 'Football', 'Futbol']"
185,2018-04-26 18:31:08,RT @btp_ain: @btp_ain dans @Le_Progres. Le #BTP manque de bras! Les #Neymar de la pelleteuse et le mercato des chantiers. https://t.co/9viUâ¦,4570794195,"Ain, RhÃ´ne-Alpes",2,[],,Neymar,"['BTP', 'Neymar']"
286,2018-04-19 01:30:38,PERFIL PSICOLÃGICO DE #GARETH #BALE | #PSICOLOGIA https://t.co/LwXytB8GsM https://t.co/RVuXrP4IIw,1129277120,,0,"[{'url': 'https://t.co/LwXytB8GsM', 'expanded_url': 'https://www.youtube.com/watch?v=07bg8ybzB2k', 'display_url': 'youtube.com/watch?v=07bg8yâ¦', 'indices': [50, 73]}]","[{'id': 986779069122478081, 'id_str': '986779069122478081', 'indices': [74, 97], 'media_url': 'http://pbs.twimg.com/media/DbG-Vc7WAAEAtBP.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DbG-Vc7WAAEAtBP.jpg', 'url': 'https://t.co/RVuXrP4IIw', 'display_url': 'pic.twitter.com/RVuXrP4IIw', 'expanded_url': 'https://twitter.com/PsicoVisual/status/986779070527692800/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'medium': {'w': 1024, 'h': 576, 'resize': 'fit'}, 'large': {'w': 1024, 'h': 576, 'resize': 'fit'}}}]",Gareth Bale,"['GARETH', 'BALE', 'PSICOLOGIA']"
276,2018-04-23 04:41:24,#spain #spanish #harryfan #harrycool15  #realmadrid #laliga  #garethbale11 #bale #Wales #welsh #realmadridcf #gb11â¦ https://t.co/oMcB4KxnYZ,3253704684,Pakistan,0,"[{'url': 'https://t.co/oMcB4KxnYZ', 'expanded_url': 'https://twitter.com/i/web/status/988276627904913408', 'display_url': 'twitter.com/i/web/status/9â¦', 'indices': [116, 139]}]",,Gareth Bale,"['spain', 'spanish', 'harryfan', 'harrycool15', 'realmadrid', 'laliga', 'garethbale11', 'bale', 'Wales', 'welsh', 'realmadridcf', 'gb11']"
14,2018-04-25 08:07:33,"RT @NoticiasVideos2: #PES #2010 #Wii goals #Fc #Barcelona goles #PES #2010 #Champions #League online https://t.co/ILDyxpc085
#2009 #Andresâ¦",801715146590711808,,2,"[{'url': 'https://t.co/ILDyxpc085', 'expanded_url': 'https://www.noticiasvideosdiversion.com/pes-2010-wii-goals-fc-barcelona-goles-pes-2010-champions-league-online/', 'display_url': 'noticiasvideosdiversion.com/pes-2010-wii-gâ¦', 'indices': [101, 124]}]",,Lionel Messi,"['PES', 'Wii', 'Fc', 'Barcelona', 'PES', 'Champions', 'League', 'Andres']"
181,2018-04-26 18:38:52,#fofocalizando #FofocalizandoNoSBT #liviaandrade #BrunaMarquezine #neymar,344798034,Rio de Janeiro,0,[],,Neymar,"['fofocalizando', 'FofocalizandoNoSBT', 'liviaandrade', 'BrunaMarquezine', 'neymar']"
218,2018-04-26 16:35:09,"NaciÃ³ una Leyenda ""Neymar Jr"" Embajador mundial de TCL.

#TCLMEX #Neymar #BeSmart #BeYourself #TCLover https://t.co/p5HaO9Rd9t",856541173325758468,,0,[],"[{'id': 989543408644440064, 'id_str': '989543408644440064', 'indices': [103, 126], 'media_url': 'http://pbs.twimg.com/media/DbuQfMIUwAA-0vf.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DbuQfMIUwAA-0vf.jpg', 'url': 'https://t.co/p5HaO9Rd9t', 'display_url': 'pic.twitter.com/p5HaO9Rd9t', 'expanded_url': 'https://twitter.com/tclmex/status/989543413010911233/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 525, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 927, 'h': 1200, 'resize': 'fit'}, 'large': {'w': 1583, 'h': 2048, 'resize': 'fit'}}}]",Neymar,"['TCLMEX', 'Neymar', 'BeSmart', 'BeYourself', 'TCLover']"
206,2018-04-26 17:26:44,"IrmÃ£ de #Neymar, Rafaella Santos tieta #Kaysar e ex-BBB agradece - #BBB18 #ExBBB #IrmÃ£DeNeymar #RafaellaSantos - https://t.co/Z0JUttzs9s",22019866,SÃ£o Paulo,1,"[{'url': 'https://t.co/Z0JUttzs9s', 'expanded_url': 'http://bit.ly/2FiBcfi', 'display_url': 'bit.ly/2FiBcfi', 'indices': [113, 136]}]",,Neymar,"['Neymar', 'Kaysar', 'BBB18', 'ExBBB', 'IrmÃ£DeNeymar', 'RafaellaSantos']"
125,2018-04-25 20:24:58,"#Cristiano #Ronaldo has been amazing today, as always. #BallondOr 2018. #BayernRealMadrid",2914359765,,0,[],,Cristiano Ronaldo,"['Cristiano', 'Ronaldo', 'BallondOr', 'BayernRealMadrid']"
257,2018-04-24 08:00:04,"Nice star Mario Balotelli shows off impressive French skills
 ð¥ Football News: 

#balotelli #nice #mario 
â»ï¸ Retweeâ¦ https://t.co/nuVZdzS2Z7",4097611282,Deutschland,0,"[{'url': 'https://t.co/nuVZdzS2Z7', 'expanded_url': 'https://twitter.com/i/web/status/988689013874855937', 'display_url': 'twitter.com/i/web/status/9â¦', 'indices': [117, 140]}]",,Mario Balotelli,"['balotelli', 'nice', 'mario']"
293,2018-04-19 11:34:14,"Z OSTATNIEJ CHWILI:
Bundesliga. #Robert Lewandowski dla WP SportoweFakty: #MusiaÅem mÃ³wiÄ, Å¼e Bayern nie zmienia historii",783712613523922944,Poland,0,[],,Robert Lewandowski,"['Robert', 'MusiaÅ\x82em']"
235,2018-04-26 14:30:33,#Neymar accumule les contrats publicitaires avant La Coupe du Monde 2018 en Russie. - https://t.co/kve4NvVito #PSG https://t.co/M3PdryeRak,1074631303,,2,"[{'url': 'https://t.co/kve4NvVito', 'expanded_url': 'http://www.parisfans.fr/autour-du-psg/neymar-accumule-les-contrats-publicitaires-avant-la-coupe-du-monde-2018-en-russie-327497.html', 'display_url': 'parisfans.fr/autour-du-psg/â¦', 'indices': [86, 109]}]","[{'id': 989512056486420480, 'id_str': '989512056486420480', 'indices': [115, 138], 'media_url': 'http://pbs.twimg.com/media/Dbtz-QPW4AAmt1l.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Dbtz-QPW4AAmt1l.jpg', 'url': 'https://t.co/M3PdryeRak', 'display_url': 'pic.twitter.com/M3PdryeRak', 'expanded_url': 'https://twitter.com/ParisFansfr/status/989512059384745985/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 600, 'h': 338, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 600, 'h': 338, 'resize': 'fit'}, 'large': {'w': 600, 'h': 338, 'resize': 'fit'}}}]",Neymar,"['Neymar', 'PSG']"
107,2018-04-25 23:20:46,"RT @kasgarli_mahmud: Finale kim kalÄ±r? 

#BayernMunich
#RealMadrid 

#Bayern #FCBRMA #RMAFCB #BayernReal #Bayernvsrealmadrid #BayernMadridâ¦",933486210395312129,,1,[],,Cristiano Ronaldo,"['BayernMunich', 'RealMadrid', 'Bayern', 'FCBRMA', 'RMAFCB', 'BayernReal', 'Bayernvsrealmadrid', 'BayernMadrid']"
30,2018-04-23 10:31:46,#Lionel #Messiâs exceptional soccer-playing ability hasnât stopped him from being a fan. A long time Argentina fansâ¦ https://t.co/oqpyT7ENbd,170895571,Miami-Florida,0,"[{'url': 'https://t.co/oqpyT7ENbd', 'expanded_url': 'https://twitter.com/i/web/status/988364801683443712', 'display_url': 'twitter.com/i/web/status/9â¦', 'indices': [117, 140]}]",,Lionel Messi,"['Lionel', 'Messi']"
124,2018-04-25 20:32:11,Life offers you opportunities every second. Learn to avail yourself of the opportunity. #bammotivationâ¦ https://t.co/Fh7lFNN9cG,984872110890696704,,0,"[{'url': 'https://t.co/Fh7lFNN9cG', 'expanded_url': 'https://twitter.com/i/web/status/989240676599652352', 'display_url': 'twitter.com/i/web/status/9â¦', 'indices': [104, 127]}]",,Cristiano Ronaldo,['bammotivation']
226,2018-04-26 15:14:03,#brezilya #neymar #neymarjr #world #finals  #brezil neymarjr  #redbull #redbulltr @ Brazil https://t.co/J3EeWcbnsH,518710755,,0,"[{'url': 'https://t.co/J3EeWcbnsH', 'expanded_url': 'https://www.instagram.com/p/BiCcz7mhPu6/', 'display_url': 'instagram.com/p/BiCcz7mhPu6/', 'indices': [91, 114]}]",,Neymar,"['brezilya', 'neymar', 'neymarjr', 'world', 'finals', 'brezil', 'redbull', 'redbulltr']"
146,2018-04-25 19:43:12,"RT @FootballAdictt: Marcelo Goal HD - Bayern Munich1-1Real Madrid 25.04.2018

#Marcelo
#BayernRealMadrid #BayernMunich #UCL #ChampionsLeaguâ¦",122601912,Kingdom of Saudi Arabia,30,[],,Cristiano Ronaldo,"['Marcelo', 'BayernRealMadrid', 'BayernMunich', 'UCL']"
112,2018-04-25 22:26:34,"RT @KF7_gfx: @Cristiano - @CristianoJr

""Like father, like son"" â¤ï¸ð¯

#Cristiano #Ronaldo #CristianoJr #Bycyclekick https://t.co/XEWnIjs7H4",757875353901797376,,12,[],"[{'id': 983624462536003584, 'id_str': '983624462536003584', 'indices': [115, 138], 'media_url': 'http://pbs.twimg.com/media/DaaJPLnX0AAgtfE.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DaaJPLnX0AAgtfE.jpg', 'url': 'https://t.co/XEWnIjs7H4', 'display_url': 'pic.twitter.com/XEWnIjs7H4', 'expanded_url': 'https://twitter.com/KF7_gfx/status/983624476641447936/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 576, 'h': 1024, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 576, 'h': 1024, 'resize': 'fit'}, 'small': {'w': 383, 'h': 680, 'resize': 'fit'}}, 'source_status_id': 983624476641447936, 'source_status_id_str': '983624476641447936', 'source_user_id': 799019866158223367, 'source_user_id_str': '799019866158223367'}]",Cristiano Ronaldo,"['Cristiano', 'Ronaldo', 'CristianoJr', 'Bycyclekick']"
71,2018-04-26 17:41:20,"RT @zonemixteFr: â½ï¸#ChampionsLeague

ð Nouveau record pour #Cristiano Ronaldo.

GrÃ¢ce Ã  la victoire du Real hier Ã  Munich, le Portugais estâ¦",562074849,Paris,2,[],,Cristiano Ronaldo,"['ChampionsLeague', 'Cristiano']"
260,2018-04-17 16:24:46,mario balotelli ac milan Wallpaper https://t.co/x8UPI3YaRP #Screensaver #Walpaper #LamarSally #Balotelli #Marioâ¦ https://t.co/FC0UktrK6u,4614204614,,0,"[{'url': 'https://t.co/x8UPI3YaRP', 'expanded_url': 'http://herowallpaper.com/wallpapers/21074', 'display_url': 'herowallpaper.com/wallpapers/210â¦', 'indices': [35, 58]}, {'url': 'https://t.co/FC0UktrK6u', 'expanded_url': 'https://twitter.com/i/web/status/986279311878557697', 'display_url': 'twitter.com/i/web/status/9â¦', 'indices': [113, 136]}]",,Mario Balotelli,"['Screensaver', 'Walpaper', 'LamarSally', 'Balotelli', 'Mario']"
135,2018-04-25 19:56:40,"RT @FootballAdictt: Marcelo Goal HD - Bayern Munich1-1Real Madrid 25.04.2018

#Marcelo
#BayernRealMadrid #BayernMunich #UCL #ChampionsLeaguâ¦",269508306,Former Yugoslav Republic of Macedonia,30,[],,Cristiano Ronaldo,"['Marcelo', 'BayernRealMadrid', 'BayernMunich', 'UCL']"
26,2018-04-23 22:36:21,RT @geobswll: #messi #lionel #LionelMessi #king #legend# barca #barcelona #argentina #football #soccer #worldcup #goal #golazo #laliga #spaâ¦,970009541743169536,Sheffield,1,[],,Lionel Messi,"['argentina', 'football', 'soccer', 'messi', 'lionel', 'LionelMessi', 'king', 'barcelona', 'worldcup', 'goal', 'golazo', 'laliga']"
148,2018-04-25 19:40:20,"RT @FootballAdictt: Marcelo Goal HD - Bayern Munich1-1Real Madrid 25.04.2018

#Marcelo
#BayernRealMadrid #BayernMunich #UCL #ChampionsLeaguâ¦",1378554907,,30,[],,Cristiano Ronaldo,"['Marcelo', 'BayernRealMadrid', 'BayernMunich', 'UCL']"
13,2018-04-25 12:45:01,#Foto #polÃªmica #sugere que #Lionel #Messi tem #seis #dedos no pÃ© #direito; #confira https://t.co/0Ow0MBlu3x,207333431,Curitiba - ParanÃ¡ - Brasil,0,"[{'url': 'https://t.co/0Ow0MBlu3x', 'expanded_url': 'https://goo.gl/fb/1qy34q', 'display_url': 'goo.gl/fb/1qy34q', 'indices': [85, 108]}]",,Lionel Messi,"['Foto', 'polÃªmica', 'sugere', 'Lionel', 'Messi', 'seis', 'dedos', 'direito', 'confira']"
227,2018-04-26 15:06:40,RT @CanalSupporters: Nickelodeon lance un dessin animÃ© inspirÃ© par Neymar https://t.co/hu0WG6f4YH #PSG #teamPSG #Nickelodeon #Neymar https:â¦,998149842,,12,"[{'url': 'https://t.co/hu0WG6f4YH', 'expanded_url': 'http://canal-supporters.com/2018/04/nickelodeon-lance-un-dessin-anime-inspire-par-neymar/', 'display_url': 'canal-supporters.com/2018/04/nickelâ¦', 'indices': [74, 97]}]",,Neymar,"['PSG', 'teamPSG', 'Nickelodeon', 'Neymar']"
118,2018-04-25 21:23:50,"RT @FootballAdictt: Marco #Asensio Goal HD - Bayern Munich   1-2 Real Madrid 25.04.2018

#BayernRealMadrid #BayernMunich #UCL #ChampionsLeaâ¦",356098457,"Malpartida de CÃ¡ceres, EspaÃ±a",8,[],,Cristiano Ronaldo,"['Asensio', 'BayernRealMadrid', 'BayernMunich', 'UCL']"
253,2018-04-26 07:55:53,#Wayne #Rooney #Scores #200th #Premier #League Goal https://t.co/tQvvrIiV6J,727532733661122562,,0,"[{'url': 'https://t.co/tQvvrIiV6J', 'expanded_url': 'http://rviv.ly/sKeMu', 'display_url': 'rviv.ly/sKeMu', 'indices': [52, 75]}]",,Wayne Rooney,"['Premier', 'League', 'Wayne', 'Rooney', 'Scores', '200th']"
180,2018-04-26 18:53:26,"@_sccpnews ah vai tomar no meio do olho do carille... insisto, se o #Neymar surgisse no @Corinthians estaria empresâ¦ https://t.co/L0IFYMmoLO",87332847,"Sao Paulo, Brasil",0,"[{'url': 'https://t.co/L0IFYMmoLO', 'expanded_url': 'https://twitter.com/i/web/status/989578213612511232', 'display_url': 'twitter.com/i/web/status/9â¦', 'indices': [117, 140]}]",,Neymar,['Neymar']
44,2018-04-20 12:14:43,"Que Armani vaya al #Mundial y que todo lo que estÃ¡ haciendo lo haga con la camiseta de la selecciÃ³n. 
No te das unaâ¦ https://t.co/wQ9SveOhjR",2306926245,San Carlos de BolÃ­var,0,"[{'url': 'https://t.co/wQ9SveOhjR', 'expanded_url': 'https://twitter.com/i/web/status/987303548328251395', 'display_url': 'twitter.com/i/web/status/9â¦', 'indices': [117, 140]}]",,Lionel Messi,['Mundial']
108,2018-04-25 23:19:54,"Finale kim kalÄ±r? 

#BayernMunich
#RealMadrid 

#Bayern #FCBRMA #RMAFCB #BayernReal #Bayernvsrealmadridâ¦ https://t.co/gYkmGEnC5p",3346639546,,1,"[{'url': 'https://t.co/gYkmGEnC5p', 'expanded_url': 'https://twitter.com/i/web/status/989282884497395712', 'display_url': 'twitter.com/i/web/status/9â¦', 'indices': [105, 128]}]",,Cristiano Ronaldo,"['BayernMunich', 'RealMadrid', 'Bayern', 'FCBRMA', 'RMAFCB', 'BayernReal', 'Bayernvsrealmadrid']"
147,2018-04-25 19:42:09,"RT @FootballAdictt: Marcelo Goal HD - Bayern Munich1-1Real Madrid 25.04.2018

#Marcelo
#BayernRealMadrid #BayernMunich #UCL #ChampionsLeaguâ¦",2257539278,"Kampala, Uganda",30,[],,Cristiano Ronaldo,"['UCL', 'Marcelo', 'BayernRealMadrid', 'BayernMunich']"
290,2018-04-22 10:19:03,"Robert Lewandowski becomes record non-German all-time goalscorer in the Bundesliga
 ð¥ Football News: 

#recordâ¦ https://t.co/k9zmtbAqth",4097611282,Deutschland,0,"[{'url': 'https://t.co/k9zmtbAqth', 'expanded_url': 'https://twitter.com/i/web/status/987999212339154944', 'display_url': 'twitter.com/i/web/status/9â¦', 'indices': [112, 135]}]",,Robert Lewandowski,['record']
28,2018-04-23 15:51:51,RT @AustineBuckman: #the God of football â½â½#Lionel messi https://t.co/YDJvPkanCe,192922284,Accra City,1,[],"[{'id': 982642448269758465, 'id_str': '982642448269758465', 'indices': [57, 80], 'media_url': 'http://pbs.twimg.com/media/DaMMGbZW0AE3A9x.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DaMMGbZW0AE3A9x.jpg', 'url': 'https://t.co/YDJvPkanCe', 'display_url': 'pic.twitter.com/YDJvPkanCe', 'expanded_url': 'https://twitter.com/AustineBuckman/status/982642466267566080/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 720, 'h': 720, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 720, 'h': 720, 'resize': 'fit'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}}, 'source_status_id': 982642466267566080, 'source_status_id_str': '982642466267566080', 'source_user_id': 982634574713884679, 'source_user_id_str': '982634574713884679'}]",Lionel Messi,"['the', 'Lionel']"
219,2018-04-26 16:34:21,RT @Laetitou91: Bol Ã  prÃ©nom #Neymar #Quimper #Faience #Bretagne https://t.co/oCSOX8o3oi,3683436737,29,2,[],"[{'id': 989245013086306304, 'id_str': '989245013086306304', 'indices': [65, 88], 'media_url': 'http://pbs.twimg.com/media/DbqBGSDWAAAGsN7.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DbqBGSDWAAAGsN7.jpg', 'url': 'https://t.co/oCSOX8o3oi', 'display_url': 'pic.twitter.com/oCSOX8o3oi', 'expanded_url': 'https://twitter.com/Laetitou91/status/989245040601042946/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 510, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 900, 'h': 1200, 'resize': 'fit'}, 'large': {'w': 1536, 'h': 2048, 'resize': 'fit'}}, 'source_status_id': 989245040601042946, 'source_status_id_str': '989245040601042946', 'source_user_id': 850259093784678402, 'source_user_id_str': '850259093784678402'}]",Neymar,"['Neymar', 'Quimper', 'Faience', 'Bretagne']"
249,2018-04-26 13:14:02,Le #PSG va devoir doubler le salaire de #Neymar... Pour compenser le prochain gardien de but sera payÃ© #Oblak,310189656,un petit coin-coin de paradis ,0,[],,Neymar,"['PSG', 'Neymar', 'Oblak']"
33,2018-04-22 17:09:46,"RT @NoticiasVideos2: Golazo de #Messi en la victoria de #Argentina sobre Estados Unidos 4 - 0... online https://t.co/C8h9ITgADU
#CA2016 #Coâ¦",910795602476306432,madrid,2,"[{'url': 'https://t.co/C8h9ITgADU', 'expanded_url': 'http://www.noticiasvideosdiversion.com/golazo-de-messi-en-la-victoria-de-argentina-sobre-estados-unidos-4-0-online/', 'display_url': 'noticiasvideosdiversion.com/golazo-de-messâ¦', 'indices': [104, 127]}]",,Lionel Messi,"['Messi', 'Argentina', 'CA2016']"
187,2018-04-26 18:26:08,"RT @FootTheBall: Only Messi and Neymar scored 10 goals in a Champions League season as teammates in 2014/15ð¬

#MoSalah #Firmino #UCL #Champâ¦",3242927754,"Noida, India",2,[],,Neymar,"['MoSalah', 'Firmino', 'UCL']"
138,2018-04-25 19:52:03,"Les photos interdites de Georgina Rodriguez, la petite amie de Cristiano Ronaldo https://t.co/pUcOVzmPO0
 #Cristiano Ronaldo",894848790729035776,assland,0,"[{'url': 'https://t.co/pUcOVzmPO0', 'expanded_url': 'http://bit.ly/2wVGF8q', 'display_url': 'bit.ly/2wVGF8q', 'indices': [81, 104]}]",,Cristiano Ronaldo,['Cristiano']
20,2018-04-24 20:49:55,"QuiÃ©n es mo salah, el egipcio que les pelea el trono a #lionel messi y cristiano ronaldo https://t.co/HMQUwAQTm1",842108295875821570,"Actopan, Hidalgo",0,"[{'url': 'https://t.co/HMQUwAQTm1', 'expanded_url': 'https://clar.in/2K7fxuh', 'display_url': 'clar.in/2K7fxuh', 'indices': [89, 112]}]",,Lionel Messi,['lionel']
231,2018-04-26 14:59:39,RT @RalsAclonv: J'avais vÃ©cu en direct le but de @neymarjr !! La chance que j'avais ! Dieu merci !! #golazo #goal #NeymarJr #Neymar #ParisSâ¦,622619822,"Paris, France",1,[],,Neymar,"['golazo', 'goal', 'NeymarJr', 'Neymar']"
149,2018-04-25 19:39:55,"RT @FootballAdictt: Marcelo Goal HD - Bayern Munich1-1Real Madrid 25.04.2018

#Marcelo
#BayernRealMadrid #BayernMunich #UCL #ChampionsLeaguâ¦",2721691889,,30,[],,Cristiano Ronaldo,"['Marcelo', 'BayernRealMadrid', 'BayernMunich', 'UCL']"
168,2018-04-26 20:23:25,RT @neymarpayne: #NeymarJr #Neymar https://t.co/5pO9mD2LZT,989474761217658882,,2,[],"[{'id': 989600546314182656, 'id_str': '989600546314182656', 'indices': [35, 58], 'media_url': 'http://pbs.twimg.com/media/DbvEdCiW4AA4Lfb.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DbvEdCiW4AA4Lfb.jpg', 'url': 'https://t.co/5pO9mD2LZT', 'display_url': 'pic.twitter.com/5pO9mD2LZT', 'expanded_url': 'https://twitter.com/neymarpayne/status/989600613070725120/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1166, 'h': 1015, 'resize': 'fit'}, 'medium': {'w': 1166, 'h': 1015, 'resize': 'fit'}, 'small': {'w': 680, 'h': 592, 'resize': 'fit'}}, 'source_status_id': 989600613070725120, 'source_status_id_str': '989600613070725120', 'source_user_id': 51847064, 'source_user_id_str': '51847064'}]",Neymar,"['NeymarJr', 'Neymar']"
128,2018-04-25 20:15:38,"RT @FootballAdictt: Marco #Asensio Goal HD - Bayern Munich   1-2 Real Madrid 25.04.2018

#BayernRealMadrid #BayernMunich #UCL #ChampionsLeaâ¦",884371486739509248,wakanda ,8,[],,Cristiano Ronaldo,"['Asensio', 'BayernRealMadrid', 'BayernMunich', 'UCL']"
189,2018-04-26 18:24:24,"RT @FootTheBall: Does Cristiano deserve more? ð°ð·ð¶

#messi #Ronaldo #neymar #bale #pique #FootTheBall #wage https://t.co/Sx10gBumlQ",3242927754,"Noida, India",3,[],"[{'id': 989077332295110657, 'id_str': '989077332295110657', 'indices': [107, 130], 'media_url': 'http://pbs.twimg.com/media/Dbnol-bXUAEOM6C.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Dbnol-bXUAEOM6C.jpg', 'url': 'https://t.co/Sx10gBumlQ', 'display_url': 'pic.twitter.com/Sx10gBumlQ', 'expanded_url': 'https://twitter.com/FootTheBall/status/989077592581050368/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 960, 'h': 960, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 960, 'h': 960, 'resize': 'fit'}}, 'source_status_id': 989077592581050368, 'source_status_id_str': '989077592581050368', 'source_user_id': 704594716474519552, 'source_user_id_str': '704594716474519552'}]",Neymar,"['messi', 'Ronaldo', 'neymar', 'bale', 'pique', 'FootTheBall', 'wage']"
165,2018-04-26 20:42:12,"RT @Aanaiis41: CHAMPIONS ð PARIS SG @PSG_inside @Ligue1Conforama 
#psg #PSGASM #dimaria #cavani #Locelso #draxler #mbappe #Neymar #championâ¦",761167991480410112,"Brisbane, Queensland",40,[],,Neymar,"['psg', 'PSGASM', 'dimaria', 'cavani', 'Locelso', 'draxler', 'mbappe', 'Neymar']"
64,2018-04-26 18:26:34,"RT @FootTheBall: Â©ï¸Â®ï¸7ï¸â£ fans: He's the BEST
NOT Â©ï¸Â®ï¸7ï¸â£ fans: ððð

#CristianoRonaldo #Cristiano #CR7 #Ronaldo #RealMadrid #BayernReal #Fooâ¦",3242927754,"Noida, India",2,[],,Cristiano Ronaldo,"['CristianoRonaldo', 'Cristiano', 'CR7', 'Ronaldo', 'RealMadrid', 'BayernReal']"
